Year,Month,Day,LAT,LON,DURATION,HOOKS_SET
2010,9,19,20,12,6.666666667,21504
2010,8,12,19,12,5.75,16640
2011,5,19,23,13,2.166666667,22272
2009,7,28,23,13,7,28000
2009,9,11,23,13,4.75,23420
2011,3,4,23,13,9.75,15872
2011,1,7,22,13,12.66666667,11520
2007,4,2,19,11,5.916666667,24000
2004,4,26,19,11,5,24000
2011,4,9,22,12,6.25,28800
2015,3,16,22,12,6.5,13000
2004,5,29,22,12,7.5,24000
2000,1,15,22,12,8.5,16700
2010,3,31,22,12,7.5,15360
2016,7,20,22,12,16.5,10800
2013,12,6,22,12,2.783333333,27135
2011,9,4,22,12,11.5,9360
2008,8,5,21,12,4,24000
2008,6,24,21,12,7.583333333,24000
2007,4,14,21,12,6.833333333,24000
2008,1,2,21,12,4.666666667,24000
2011,6,20,21,12,5.583333333,20880
2001,4,9,21,12,5.5,19000
2015,4,21,21,12,6.8,13500
1999,8,18,21,12,5,15000
2013,12,23,21,12,1.666666667,14850
2013,12,5,21,12,2.666666667,24570
2013,12,4,21,12,2.916666667,27675
2014,1,12,21,12,2.666666667,27135
2008,6,9,21,12,11.91666667,12000
2008,7,30,20,12,5,24000
2008,7,3,20,12,7.25,24000
2008,7,19,20,12,7.25,24000
2008,7,21,20,12,7.083333333,24000
2008,8,26,20,12,7,9800
2008,11,10,20,12,6.333333333,14280
2004,12,6,20,12,6.833333333,24000
2006,12,20,20,12,7.75,26000
2008,1,19,20,12,6.333333333,24000
2012,8,8,20,12,7,22010
2000,7,4,20,12,9,19000
2000,6,25,20,12,8,19000
2002,8,9,20,12,8,22000
2004,4,15,20,12,6,24000
2004,4,5,20,12,8,24000
2004,7,12,20,12,4.666666667,16000
1999,11,10,20,12,8,16500
1999,7,25,20,12,7,16000
1999,7,26,20,12,7.75,16000
1999,9,11,20,12,5.25,14000
2014,7,6,20,12,2.5,24435
2003,4,10,25,13,8,22000
2005,12,16,24,13,3,24000
2005,2,20,24,13,6.5,24000
2003,9,27,24,13,6.5,22000
2003,9,23,24,13,7,22000
2000,12,27,23,13,8.5,20000
2002,4,20,23,13,9,19000
2003,7,22,23,13,8,22000
2014,8,27,23,13,2.133333333,15000
2008,8,10,22,13,13.58333333,8400
2007,9,3,22,13,7.816666667,24000
2008,5,16,22,13,7.066666667,24000
2008,1,15,22,13,6.5,24000
2000,11,18,22,13,5.5,19000
2003,7,20,22,13,5,22000
2016,4,22,22,13,6.75,14600
2013,7,26,22,13,2.5,32835
2007,3,1,19,11,6.25,24000
2007,3,12,19,11,6.083333333,24000
2006,9,7,22,12,7.083333333,24000
2006,9,6,22,12,7.833333333,24000
2007,6,11,22,12,3.333333333,24000
2011,4,10,22,12,6.083333333,20160
2010,3,6,22,12,6.666666667,15360
2010,7,3,21,12,5.833333333,21040
2006,11,21,21,12,7.833333333,24000
2008,6,5,21,12,2.4,24000
2000,7,2,21,12,9,19000
2009,8,3,21,12,6.833333333,22400
2010,7,28,21,12,13.08333333,12800
2010,8,5,21,12,3.25,11520
2011,4,2,21,12,5.666666667,10880
2010,7,25,21,12,4,10240
2008,7,10,20,12,7.416666667,24000
2008,7,18,20,12,5.416666667,24000
2008,3,12,20,12,6.333333333,24000
2007,2,19,20,12,8.75,24000
2008,3,2,20,12,6.5,24000
2008,2,29,20,12,6.5,24000
2008,2,12,20,12,6.833333333,24000
2010,9,18,20,12,4.083333333,19040
2000,7,3,20,12,8,19000
2010,8,7,20,12,6.083333333,15360
2006,5,5,24,13,7,24000
2012,6,25,24,13,7,23000
2009,4,17,24,13,6.75,28280
2003,5,22,24,13,9,22000
2010,7,17,23,13,6.5,15360
2014,3,19,23,13,8,2457
2010,7,17,23,13,12.83333333,10240
2006,6,18,22,13,4.5,24000
2009,2,26,22,13,6.666666667,15120
2002,10,22,22,13,8.5,22000
2002,9,21,22,13,6.5,22000
2003,7,19,22,13,7,22000
2010,3,3,22,13,3.75,30000
2010,2,24,22,13,7.55,24640
2010,7,10,22,13,6.833333333,14080
2014,3,18,22,13,7.333333333,2457
2011,1,8,22,13,12.75,9088
2016,1,21,22,13,6.666666667,6220
2006,9,17,26,14,7.75,24000
2003,4,21,26,14,8,22000
2004,6,19,19,11,7,24000
2004,5,14,19,11,8.666666667,24000
2016,6,5,22,12,6.166666667,15300
2014,1,4,22,12,2.5,25515
2011,6,19,21,12,6.333333333,21228
2001,4,11,21,12,5.5,19000
2016,11,17,21,12,6.916666667,13500
2013,12,27,21,12,1.5,13365
2014,2,3,21,12,1.333333333,10800
2014,2,2,21,12,2.416666667,26730
2013,4,20,21,12,7,24320
2008,9,7,20,12,7.333333333,15400
2008,1,20,20,12,6.916666667,24000
2004,3,23,20,12,7,24000
2004,2,25,20,12,7.5,24000
2004,2,2,20,12,8.333333333,24000
2003,3,9,25,13,6.5,22000
2013,1,12,24,13,7.333333333,24320
2002,2,24,23,13,5,8000
2001,12,28,23,13,8,19000
2011,9,24,23,13,5.5,14560
2001,6,13,22,13,9,19000
2001,6,12,22,13,9,19000
2002,8,22,22,13,7,22000
2002,5,14,22,13,8,19000
2016,5,18,22,13,6.083333333,14700
2016,11,3,22,13,7.25,13500
2013,12,15,22,13,1.75,17550
2013,9,22,22,13,2.333333333,33165
2016,1,20,22,13,5,6786
2007,2,28,19,11,8.083333333,22000
2007,3,13,19,11,5.833333333,24000
2008,8,7,22,12,7.333333333,24000
2008,8,18,22,12,6.916666667,16800
2012,2,25,22,12,6.5,21168
2000,7,5,22,12,8,19000
2010,2,1,22,12,6.25,15792
2010,8,19,22,12,9.75,6400
2009,3,24,21,12,5.75,25200
2009,2,3,21,12,7,22960
2007,12,12,21,12,7.416666667,24000
2008,2,1,21,12,7.916666667,24000
2008,1,31,21,12,4,24000
2012,7,15,21,12,8,20950
2001,2,26,21,12,7,19000
2000,7,17,21,12,8,19000
2001,2,25,21,12,7,19000
2011,7,3,21,12,5.583333333,17472
2011,1,16,21,12,6.25,12288
2010,5,24,21,12,2.25,6400
2008,6,30,20,12,4,24000
2008,7,28,20,12,6.25,24000
2008,4,11,20,12,6.75,24000
2008,1,11,20,12,7.25,24000
2008,1,10,20,12,7.583333333,24000
2009,6,12,20,12,6,27160
2010,9,30,20,12,4.666666667,11520
2012,6,24,24,13,7,23200
2012,3,29,24,13,13.66666667,11100
2012,3,20,23,13,6.5,23850
2006,9,10,23,13,6.166666667,24000
2012,3,7,23,13,7.5,21892
2011,12,30,23,13,7,20720
2003,5,30,23,13,7,22000
2001,8,13,23,13,5.75,14000
2016,8,4,23,13,6.75,12300
2011,3,5,23,13,5.916666667,12800
2007,6,25,22,13,6.666666667,24000
2006,5,16,22,13,9,24000
2003,7,23,22,13,8,22000
2003,7,11,22,13,9,22000
2009,3,17,22,13,4.25,8400
2016,5,11,22,13,6.833333333,15000
2014,7,18,22,13,7.5,21000
2011,1,9,22,13,5.333333333,12544
2016,2,13,22,13,6.5,11950
2016,3,30,22,13,6.5,10930
2011,1,6,22,13,11.66666667,10240
2011,12,8,22,13,13.5,8740
2014,11,5,22,13,7.583333333,9400
2010,7,1,19,11,5.416666667,21840
2007,3,19,19,11,3.25,24000
2004,6,20,19,11,6.783333333,24000
2011,8,27,22,12,6.5,20100
2012,9,20,22,12,7,24500
2008,12,7,22,12,6.666666667,16240
2009,6,17,22,12,9.166666667,8400
2001,4,10,21,12,7,19000
2002,9,10,21,12,7,22000
2009,6,13,21,12,2.833333333,27160
2015,4,22,21,12,6.916666667,12700
1999,8,21,21,12,8,16000
2009,12,7,21,12,7,24080
2009,12,6,21,12,6.833333333,24080
2014,12,30,21,12,7.75,6750
2016,6,29,21,12,7,10600
2009,11,25,21,12,7.083333333,17024
1999,8,28,21,12,5.9,15500
2009,2,3,21,12,9.583333333,11200
2004,4,20,20,12,8,24000
2004,2,24,20,12,9.5,24000
2015,6,27,20,12,6,20000
1999,9,13,20,12,8,16000
2009,9,23,20,12,7.25,22512
2009,8,13,20,12,6.333333333,22400
2009,8,22,20,12,3.916666667,10416
2003,10,23,25,13,18.66666667,24000
2005,2,10,24,13,9,24000
2012,5,23,24,13,9,23285
2012,6,23,24,13,8,23100
2000,5,14,24,13,10,19000
2001,12,22,24,13,8.5,19000
2002,4,19,24,13,9,19000
2005,7,4,23,13,6.333333333,24000
2012,6,27,23,13,7,23000
2002,5,11,23,13,9,19000
2009,9,14,23,13,7.083333333,23420
2012,6,26,23,13,8,23000
2000,12,17,22,13,7.5,19000
2002,2,19,22,13,9.5,19000
2003,12,24,22,13,9,24000
2015,4,7,22,13,7.666666667,13000
2009,1,11,22,13,7.333333333,12740
2010,2,8,22,13,6.75,20384
2011,12,7,22,13,7,10640
2011,12,8,22,13,7,10080
2009,1,12,22,13,14.66666667,13020
2003,10,21,26,14,9.75,24000
2007,3,2,19,11,7.083333333,24000
2006,4,19,22,12,8,24000
2012,4,27,22,12,13,15210
2006,6,4,21,12,8,24000
2007,12,10,21,12,3.5,24000
2007,12,11,21,12,7.583333333,24000
2007,12,19,21,12,3.833333333,24000
2011,4,28,21,12,5.833333333,23040
2016,11,16,21,12,6.916666667,13950
2016,11,15,21,12,6.5,13500
2011,4,27,21,12,7.333333333,12800
2011,4,26,21,12,13,12800
2010,9,28,21,12,12.66666667,12544
2016,6,28,21,12,5.833333333,10600
2011,1,16,21,12,14.33333333,9344
2011,4,2,21,12,12.58333333,9216
2009,3,22,20,12,6.166666667,26400
2008,4,12,20,12,7.083333333,24000
2007,2,22,20,12,8.166666667,24000
2008,2,11,20,12,7.416666667,24000
2003,4,8,25,13,9,22000
2001,7,11,24,13,9.75,17000
2012,3,29,24,13,6.666666667,11250
2012,4,7,23,13,7,23408
2016,8,13,23,13,6.833333333,14800
2011,3,6,23,13,6.333333333,14080
2011,3,10,23,13,5.833333333,14080
2016,8,5,23,13,6.75,13200
2010,12,21,23,13,4.916666667,13312
2002,10,23,22,13,6,22000
2003,9,17,22,13,11,22000
2011,3,14,22,13,11,14720
2014,3,20,22,13,7.833333333,2457
2011,1,8,22,13,6.166666667,11776
2010,12,14,22,13,4.75,10240
2016,2,7,22,13,6.75,6300
2004,4,29,19,11,8.166666667,24000
2009,4,26,22,12,6.166666667,26600
2014,7,27,22,12,6,12330
2008,12,29,21,12,7.166666667,24000
2011,6,9,21,12,6.166666667,21460
2000,7,22,21,12,6,19000
2004,5,28,21,12,5,24000
2002,6,21,21,12,9,18000
2011,6,8,21,12,4,17024
2009,8,4,21,12,6.833333333,22400
2002,5,31,21,12,7.25,17000
2000,5,6,20,12,8,19000
2002,7,31,20,12,6.5,22000
2001,5,23,24,13,6,21000
2016,3,28,24,13,6.25,11880
2009,3,13,23,13,7.833333333,16520
2001,5,19,23,13,8,21000
2009,6,23,23,13,6.666666667,26600
2013,2,24,23,13,8,23460
2006,6,23,22,13,8.5,24000
2009,5,20,22,13,8.25,28000
2013,4,22,22,13,7.25,24320
2002,9,5,22,13,6,10000
2009,1,13,22,13,12.08333333,15120
2005,11,17,29,14,4,24000
2007,3,3,19,11,6.416666667,24000
2007,3,9,19,11,7.25,24000
2004,4,28,19,11,8.5,24000
2004,5,17,19,11,8.2,24000
2004,5,15,19,11,8.083333333,24000
2008,9,26,22,12,6.75,26880
2006,6,15,22,12,6.666666667,24000
2002,9,3,22,12,5,12000
2003,12,27,22,12,7,24000
2009,2,12,22,12,7,16100
2009,2,16,21,12,3.916666667,12600
2012,9,21,21,12,6.8,23700
2002,9,9,21,12,7,22000
2010,9,7,21,12,3.5,16512
2008,7,2,20,12,7.5,24000
2008,7,13,20,12,6.166666667,24000
2007,7,24,20,12,7.583333333,24000
2007,4,22,20,12,7.166666667,24000
2007,4,21,20,12,4.25,24000
2007,5,5,20,12,7.833333333,24000
2006,6,2,20,12,7,24000
2008,3,1,20,12,6.833333333,24000
2003,10,12,20,12,7.5,24000
1999,9,14,20,12,10,16500
2007,3,10,19,12,5.666666667,24000
2008,4,1,24,13,7.333333333,24000
2008,4,2,24,13,7.75,24000
2001,5,29,24,13,7,21000
2003,5,22,24,13,9,22000
2002,1,24,24,13,10,20000
2013,1,15,24,13,7.416666667,14080
2000,12,2,23,13,8.5,19000
2003,5,28,23,13,7,22000
2002,4,1,23,13,7,19000
2003,8,1,23,13,8,22000
2013,4,23,23,13,7.333333333,24320
2010,4,26,23,13,14.25,12800
2016,3,29,23,13,6.916666667,10100
2011,3,5,23,13,13.58333333,9728
2011,3,4,23,13,3.666666667,7424
2008,9,18,22,13,7.833333333,13720
2008,9,22,22,13,6.833333333,14700
2007,9,2,22,13,7.583333333,24000
2007,8,19,22,13,5.5,24000
2008,5,15,22,13,7.75,24000
2008,5,27,22,13,3.816666667,24000
2011,3,11,22,13,3.833333333,19840
2016,8,8,22,13,6.75,14300
2016,11,2,22,13,7,13500
2010,7,8,22,13,5,14080
2013,9,20,22,13,2.25,28875
2014,5,12,22,13,2.25,25920
2010,3,11,22,13,3.75,12800
2014,11,6,22,13,7.75,9500
2006,9,16,26,14,6.416666667,24000
2011,6,27,22,12,6.5,21900
2010,7,4,22,12,5.75,21056
2009,4,28,22,12,6.833333333,26600
2009,5,21,22,12,7.666666667,28000
2014,12,29,22,12,6.416666667,6750
2011,6,27,22,12,12,9000
2009,3,26,21,12,6.833333333,26500
2008,12,30,21,12,7.75,24000
2015,8,3,21,12,7,6200
2015,8,2,21,12,7,6200
2015,7,12,21,12,5.666666667,6200
2015,9,16,21,12,5.833333333,6200
2015,8,26,21,12,6.833333333,6200
2011,7,28,21,12,12.33333333,11200
2015,8,4,21,12,7,3100
2015,8,25,20,12,5.833333333,4620
2009,3,20,20,12,3.25,6000
2005,5,26,24,13,5.5,24000
2012,3,22,24,13,7,23500
2012,3,30,24,13,14,11500
2012,3,30,24,13,6.5,11800
2015,5,18,24,13,6.333333333,1800
2012,5,22,23,13,7.55,23800
2012,3,21,23,13,6.5,23408
2012,8,2,23,13,8.366666667,21190
2012,4,6,23,13,14.16666667,12440
2010,2,12,23,13,3.666666667,20160
2010,3,10,23,13,4.75,14560
2009,3,12,22,13,7,14840
2009,5,19,22,13,7,28000
2015,5,25,22,13,6.75,3600
2015,8,7,22,13,7,6200
2015,7,23,22,13,7,6200
2015,5,20,22,13,5.833333333,36000
2015,4,27,22,13,7.166666667,12000
2016,5,10,22,13,6.666666667,15000
2015,5,28,22,13,7.333333333,1860
2015,6,9,22,13,7,6200
2007,3,11,19,11,8.666666667,24000
2011,6,26,22,12,7,21808
2001,7,4,22,12,6.5,21000
2001,8,10,22,12,5,17000
2002,10,8,22,12,6.5,22000
2002,10,16,22,12,6.5,22000
2002,9,7,22,12,8,22000
2003,7,3,22,12,9,22000
2004,7,26,22,12,5.5,24000
1999,8,3,22,12,6,16000
2014,7,26,22,12,7.25,22500
2006,6,13,21,12,6.5,24000
2011,6,28,21,12,7,21460
2001,6,6,21,12,7,19000
2002,11,1,21,12,6,17000
2016,11,26,21,12,7.083333333,18720
2010,7,27,21,12,5.416666667,12800
2008,7,27,20,12,7.25,24000
2007,4,25,20,12,8,24000
2007,4,23,20,12,7.166666667,24000
2007,4,24,20,12,6.25,24000
2007,5,6,20,12,6.083333333,24000
2002,9,2,20,12,8,22000
2003,3,16,20,12,5.666666667,24000
2003,4,15,25,13,5,18000
2000,5,15,24,13,10,19000
2001,12,30,24,13,9,19000
2003,9,29,24,13,8.5,22000
2001,7,17,24,13,6.5,17000
2012,3,23,24,13,6.333333333,14291
2013,11,15,24,13,2.25,29700
2003,8,10,23,13,8.5,22000
2013,5,20,23,13,7.5,25600
2012,4,6,23,13,7,12408
2011,3,6,23,13,13.83333333,9984
2006,9,2,22,13,10,24000
2006,5,10,22,13,8,24000
2002,1,14,22,13,9,20000
2002,8,23,22,13,7,22000
2004,7,22,22,13,7,24000
2016,5,2,22,13,6.833333333,14700
2016,8,30,22,13,7.5,13500
2016,8,29,22,13,7.583333333,13500
2016,11,5,22,13,6.666666667,13950
2013,8,26,22,13,2.5,31680
2013,12,20,22,13,3.166666667,30105
2013,3,3,22,13,6.916666667,23460
2010,4,11,22,13,10.41666667,10240
2016,2,6,22,13,6.75,6750
2014,8,26,22,13,1.166666667,11000
2009,9,20,21,12,6.5,23296
2010,7,27,21,12,10.33333333,11520
2010,12,31,24,13,5.166666667,13056
2016,8,6,23,13,6.916666667,14300
2011,1,1,23,13,6.333333333,14208
2010,3,28,23,13,3.333333333,13696
2010,4,10,23,13,11.5,10240
2011,6,1,22,13,6.583333333,21000
2016,5,3,22,13,6.75,14800
2010,4,27,22,13,11.83333333,14080
2010,12,16,22,13,6.166666667,12160
2014,8,25,22,13,1.1,1100
2011,1,9,22,13,13.08333333,6016
2003,5,14,22,12,5.75,21000
2011,7,28,21,12,7,12120
2007,3,23,21,12,6.333333333,24000
2007,12,13,21,12,8.166666667,24000
2001,8,1,21,12,6,17000
2002,9,4,21,12,7.5,20000
2004,1,24,21,12,5,24000
2004,1,25,21,12,8,24000
2002,6,20,21,12,8,18000
2016,12,1,21,12,6.833333333,16200
2016,6,18,21,12,6.583333333,10700
2008,4,13,20,12,5.833333333,24000
2008,3,18,20,12,6.583333333,24000
2008,3,10,20,12,6.083333333,24000
2008,2,22,20,12,5.833333333,24000
2008,2,18,20,12,5.666666667,24000
2004,3,22,20,12,4,24000
2004,4,6,20,12,6,24000
2004,4,4,20,12,6,24000
2004,4,3,20,12,8.166666667,24000
1999,9,12,20,12,10,16000
1999,9,21,20,12,7,16500
2003,10,11,20,12,10,12000
2002,5,25,25,13,7.5,19000
2004,5,5,24,13,4.833333333,24000
2013,1,14,24,13,7.416666667,24320
2001,12,29,23,13,8,19000
2016,7,22,23,13,7.25,9000
2016,7,21,23,13,6.5,9000
2008,8,9,22,13,7.166666667,24000
2007,9,24,22,13,3.666666667,24000
2007,6,17,22,13,4.833333333,24000
2008,5,14,22,13,7.25,24000
2008,5,23,22,13,8,24000
2011,12,16,22,13,6.5,21280
2014,11,6,22,13,7.75,10000
2009,8,25,19,11,7,18144
2007,7,30,22,12,5.666666667,24000
2007,6,12,22,12,6.333333333,24000
2011,3,30,22,12,4.25,22272
2003,7,1,22,12,8,22000
2009,6,16,22,12,7.666666667,27160
2010,5,15,22,12,5.25,12800
2012,4,27,22,12,7,14820
2012,9,3,21,12,7,24200
2012,9,2,21,12,6.666666667,24150
2012,9,1,21,12,7,24200
2006,9,28,21,12,2.333333333,24000
2008,1,5,21,12,2.833333333,24000
2011,3,31,21,12,4.833333333,22784
2003,5,11,21,12,8,21000
2011,4,26,21,12,5.916666667,10496
2010,9,29,21,12,12.66666667,10240
2008,7,1,20,12,6.75,24000
2008,7,29,20,12,3.75,24000
2008,3,19,20,12,6.916666667,24000
2008,3,11,20,12,7.916666667,24000
2008,2,27,20,12,5.566666667,24000
2001,7,23,20,12,4.75,16000
2009,8,14,20,12,7.616666667,23408
2008,3,31,24,13,7.416666667,24000
2011,5,15,24,13,7.083333333,21248
2003,5,21,24,13,9,22000
2009,4,16,24,13,5.166666667,23520
2003,5,17,24,13,6,15000
2010,12,22,23,13,5.583333333,13952
2010,4,25,23,13,6.75,12800
2006,6,21,22,13,7.166666667,24000
2006,6,25,22,13,8.25,24000
2006,5,15,22,13,7.75,24000
2006,5,13,22,13,8,24000
2008,5,8,22,13,6.25,24000
2008,5,13,22,13,5.566666667,24000
2008,5,28,22,13,8.25,24000
2009,3,1,22,13,7.416666667,14140
2003,7,13,22,13,8.5,22000
2016,8,16,22,13,6.833333333,14700
2016,8,15,22,13,6.833333333,14900
2009,1,8,22,13,3.75,11900
2016,5,13,22,13,6.833333333,14500
2010,2,9,22,13,7,22960
2009,7,18,22,13,5.083333333,16800
2008,12,11,22,13,11.33333333,10220
2011,12,29,22,13,11.5,8960
2015,4,12,22,13,6.75,5000
2005,11,21,26,14,4,24000
2004,4,27,19,11,6.75,24000
2012,2,24,22,12,6.5,21280
2012,7,21,22,12,9,20205
2011,8,26,22,12,6.5,19100
2002,9,11,22,12,8,22000
2012,8,31,21,12,8.5,24150
2008,11,13,21,12,11.75,8400
2012,7,19,21,12,8.216666667,18500
2008,11,9,20,12,7.916666667,15820
2008,11,8,20,12,5.25,25200
2004,4,2,20,12,4,24000
2002,1,9,24,13,7,20000
2011,9,11,23,13,6,20800
2011,5,25,23,13,6.333333333,20880
2016,9,1,23,13,6.916666667,13500
2014,5,14,23,13,2.333333333,25110
2013,3,12,23,13,7.333333333,24630
2012,3,14,23,13,6.5,11088
2011,12,28,22,13,6.5,21616
2011,5,31,22,13,4.666666667,20900
2012,5,5,22,13,7.5,22176
2012,5,6,22,13,7.5,19712
2012,5,19,22,13,7.5,17864
2004,6,6,22,13,4,14000
2016,4,15,22,13,6.583333333,13400
2016,8,20,22,13,8.416666667,13950
2014,5,13,22,13,2.416666667,22275
2016,3,12,22,13,7.5,11286
2012,5,2,22,13,8,11150
2011,12,29,22,13,6.5,10080
2013,1,8,22,13,5.75,14080
2015,4,8,22,15,7.5,13700
2008,8,15,22,12,6.833333333,18200
2007,7,29,22,12,5.5,24000
2011,6,2,22,12,5.666666667,21200
2001,7,3,22,12,7.5,21000
2001,5,15,22,12,4.5,19000
2003,6,25,22,12,8,22000
2003,6,23,22,12,8,22000
2012,2,23,22,12,6,14560
2008,12,7,22,12,12.66666667,12460
2009,1,31,22,12,7,13020
2010,9,27,21,12,5.666666667,26240
2009,2,18,21,12,6.333333333,18620
2008,4,10,21,12,4.833333333,24000
2011,7,8,21,12,7,17000
2011,7,27,21,12,4.666666667,18256
2011,7,7,21,12,8,15000
2016,11,25,21,12,7,18720
2010,9,26,21,12,4.333333333,14080
2009,1,5,21,12,8,13300
2006,11,28,20,12,7.25,24000
2006,6,3,20,12,2.333333333,24000
2008,2,19,20,12,6.583333333,24000
2008,2,20,20,12,7.25,24000
2003,3,13,25,13,9,22000
2005,12,14,24,13,6,24000
2003,5,23,24,13,8,22000
2012,3,11,24,13,6.5,12320
2011,9,10,23,13,6,19760
2010,12,30,23,13,4.333333333,20736
2003,9,18,23,13,11,22000
2013,8,18,23,13,2.5,32670
2012,3,14,23,13,12.83333333,9486
2006,5,11,22,13,9,24000
2006,6,22,22,13,6.75,24000
2003,6,24,22,13,8,22000
2016,8,19,22,13,5.833333333,13950
2008,12,12,22,13,3.5,7700
2010,4,11,22,13,5.833333333,11520
2012,5,4,22,13,13.5,11088
2011,12,22,22,13,12.25,9700
2016,3,16,22,13,7,10700
2010,7,9,22,13,6.833333333,10240
2014,11,5,22,13,7.583333333,9900
2003,4,20,26,14,8,22000
2004,4,30,19,11,6.5,24000
2002,9,8,22,12,7.5,22000
2009,5,24,22,12,8,18200
2016,5,6,22,12,6.416666667,14000
2013,12,12,22,12,1.25,13770
2013,4,21,22,12,4.75,24192
2009,7,2,21,12,4.75,24920
2009,1,6,21,12,7.166666667,14000
2002,6,19,21,12,6.5,10000
2002,9,1,20,12,7,22000
2004,3,5,20,12,4.333333333,24000
2004,3,6,20,12,5.5,24000
2009,9,24,20,12,4.5,15680
2012,3,31,24,13,7,18356
2012,12,21,24,13,8,22890
2013,9,14,23,13,2.333333333,32835
2008,12,19,22,13,7.333333333,12600
2009,5,11,22,13,7.083333333,28000
2003,12,23,22,13,10,24000
2004,5,22,22,13,6,24000
2003,11,3,22,13,8.5,18000
2016,5,21,22,13,6.916666667,14300
2016,5,4,22,13,6.833333333,14060
2014,8,5,22,13,8.166666667,22500
2010,12,15,22,13,6,14080
2011,12,22,22,13,6.5,11200
2009,11,21,22,13,4.833333333,19040
2009,1,11,22,13,12.5,11480
2011,12,17,22,13,5.75,8736
2001,7,12,24,12,7,17000
2008,8,14,22,12,7.75,12600
2003,6,22,22,12,8,22000
2008,8,22,21,12,3.833333333,10500
2006,6,10,21,12,8.5,24000
2008,2,2,21,12,7.166666667,24000
2011,1,14,21,12,5.083333333,21504
2001,7,1,21,12,8.5,21000
2001,6,30,21,12,8,21000
2003,5,10,21,12,8,21000
2003,5,9,21,12,8,21000
2011,1,13,21,12,13.08333333,11008
2007,4,10,20,12,8.833333333,24000
2007,4,3,20,12,5.75,24000
2007,9,19,24,13,3.833333333,24000
2007,9,20,24,13,6.25,24000
2010,12,29,24,13,4.25,19200
2013,9,4,24,13,2.416666667,33000
2013,8,5,24,13,1.583333333,20790
2012,9,23,23,13,6.25,19096
2010,12,23,23,13,5.5,13952
2013,7,13,23,13,2.416666667,36300
2010,12,21,23,13,11.75,10880
2006,5,12,22,13,8,24000
2006,6,17,22,13,2.916666667,24000
2009,2,27,22,13,6.5,14980
2003,7,12,22,13,8,22000
2011,4,29,22,13,11.83333333,9856
2012,4,26,22,12,6,30420
2002,8,19,22,12,8,22000
2014,7,25,22,12,7,22730
2008,12,31,21,12,7.333333333,24000
2002,8,30,21,12,8,19000
2009,1,7,21,12,6.833333333,18620
2009,3,23,20,12,6.5,25200
2000,6,2,20,12,10,19000
2000,7,10,20,12,10,19000
2004,3,21,20,12,6.75,24000
2004,3,13,20,12,5.5,24000
2004,3,12,20,12,3.333333333,24000
2013,4,5,24,13,7.416666667,25600
2013,4,6,24,13,7.25,25600
2002,9,20,23,13,7,22000
2012,7,31,23,13,9.5,10700
2008,12,21,22,13,6.116666667,26460
2001,4,25,22,13,5,19000
2002,10,11,22,13,8.5,22000
2009,2,11,22,13,7.416666667,16240
2016,8,14,22,13,7,14600
2013,12,14,22,13,2.5,26460
2013,2,27,22,13,7,17920
2002,5,24,26,14,8.5,19000
2004,7,16,19,11,7,24000
2012,2,1,23,12,4.666666667,15456
2007,9,13,22,12,8,24000
2009,2,20,22,12,6.916666667,12320
2008,4,9,22,12,4.583333333,24000
2012,2,2,22,12,6.333333333,22960
2012,7,22,22,12,2.183333333,20700
2003,6,21,22,12,8,22000
2010,2,5,22,12,5.75,24080
2012,2,3,22,12,4.916666667,13440
2008,12,14,22,12,14.25,10920
2010,6,13,22,12,3,10240
2010,3,29,21,12,9.25,28160
2009,1,1,21,12,5.25,24000
2003,5,8,21,12,8,21000
2003,5,7,21,12,7,21000
2011,1,12,21,12,4.416666667,20480
2015,8,24,21,12,6,4620
2011,6,17,21,12,9.5,12760
2011,1,13,21,12,5.583333333,13440
2006,6,6,20,12,7,24000
2008,2,9,20,12,6.5,24000
2008,2,21,20,12,7.75,24000
2004,4,14,20,12,5,24000
2003,3,10,25,13,6,22000
2005,12,17,24,13,8,24000
2002,3,11,24,13,8,12000
2002,1,12,24,13,8,20000
2002,1,11,24,13,9,20000
2002,1,10,24,13,9,20000
2003,7,21,24,13,9,22000
2010,3,27,24,13,3.5,14080
2012,12,15,24,13,7.916666667,22440
2010,12,31,24,13,11.58333333,11776
2011,1,2,24,13,14.66666667,9856
2015,5,19,24,13,12.83333333,1800
2015,5,19,24,13,11,1800
2015,5,18,24,13,11,1800
2007,8,5,23,13,6.666666667,24000
2011,6,16,23,13,4.583333333,22040
2012,8,1,23,13,8.433333333,20944
2001,5,30,23,13,7.166666667,18000
2014,6,14,23,13,2.583333333,24706
2014,6,15,23,13,2.783333333,26325
2013,7,14,23,13,2.416666667,37950
2013,8,17,23,13,2.5,33165
2012,3,15,23,13,6.5,10800
2012,3,15,23,13,13,10900
2011,1,1,23,13,13.08333333,9472
2008,9,13,22,13,5.166666667,13300
2008,8,8,22,13,4.833333333,24000
2006,9,3,22,13,8.833333333,24000
2007,9,1,22,13,7,24000
2009,2,28,22,13,7.416666667,14840
2009,3,16,22,13,7.166666667,15820
2003,7,16,22,13,9,20000
2015,4,28,22,13,7.5,12000
2016,5,27,22,13,7,14000
2013,12,19,22,13,1.333333333,29835
2013,7,17,22,13,2.5,33000
2013,7,27,22,13,1.916666667,26235
2013,2,25,22,13,7,23670
2013,3,4,22,13,7.166666667,24320
2009,2,10,22,13,7.583333333,14280
2012,7,31,22,13,14.25,10800
2011,12,7,22,13,12,9744
